skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,mapping_margin,domain_source,future_weight
business best practices,1,0.521,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30638906,0.30638906,0.2663024,0.040086657,McKinsey_FutureOfWork_2023,-0.09191671907901763
promote personal growth,1,0.637,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15321997,0.15321997,0.10925864,0.04396133,WEF_FutureOfJobs_2023,-0.09193198084831238
use version control systems,1,0.717,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30644533,0.30644533,0.27310905,0.03333628,McKinsey_FutureOfWork_2023,-0.09193359911441802
Continuous,1,0.469,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15323298,0.15323298,0.1425958,0.010637179,WEF_FutureOfJobs_2023,-0.09193978607654571
perform upgrades and migrations,1,0.594,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30647066,0.30647066,0.27016404,0.03630662,McKinsey_FutureOfWork_2023,-0.09194119870662688
managing a wide range of commercial,1,0.501,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30647406,0.30647406,0.30292267,0.0035513937,McKinsey_FutureOfWork_2023,-0.09194221794605255
build new products,2,0.789,2-Dec,Legacy Web Development,Decline,-0.4,0.22988814,0.22988814,0.18876138,0.041126758,Expert_consensus,-0.09195525646209718
develop solutions for business challenges,1,0.675,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3065542,0.3065542,0.2835167,0.023037493,McKinsey_FutureOfWork_2023,-0.09196625947952271
identify defects,3,0.8086666666666668,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30655885,0.30655885,0.12112191,0.18543693,McKinsey_FutureOfWork_2023,-0.09196765422821045
implementing scalable,1,0.59,2-Dec,Legacy Web Development,Decline,-0.4,0.22997524,0.22997524,0.1824426,0.047532633,Expert_consensus,-0.0919900953769684
develop publisher optimization strategies,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.22998248,0.22998248,0.22339371,0.006588772,Expert_consensus,-0.09199299216270447
generate operational reports,1,0.936,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30668816,0.30668816,0.26790756,0.0387806,McKinsey_FutureOfWork_2023,-0.09200644791126251
bring sites and cameras online efficiently,1,0.566,2-Dec,Legacy Web Development,Decline,-0.4,0.23015197,0.23015197,0.14214945,0.08800252,Expert_consensus,-0.09206078648567201
support construction management,1,0.674,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30689043,0.30689043,0.24425349,0.06263694,McKinsey_FutureOfWork_2023,-0.09206712841987609
implement logging frameworks,1,0.601,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30692217,0.30692217,0.27260533,0.034316838,McKinsey_FutureOfWork_2023,-0.09207665026187896
address equipment repairs,1,0.6,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30693224,0.30693224,0.23277418,0.07415806,McKinsey_FutureOfWork_2023,-0.09207967221736908
develop resolutions to critical issues,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30697912,0.30697912,0.22414161,0.08283751,McKinsey_FutureOfWork_2023,-0.09209373593330383
develop project schedules,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30702388,0.30702388,0.25712582,0.04989806,McKinsey_FutureOfWork_2023,-0.09210716485977173
visit clients on-site,1,0.742,2-Dec,Legacy Web Development,Decline,-0.4,0.23029122,0.23029122,0.1727073,0.057583913,Expert_consensus,-0.09211648702621461
benchmark ant design 5,1,0.753,2-Dec,Legacy Web Development,Decline,-0.4,0.23031145,0.23031145,0.20611383,0.024197623,Expert_consensus,-0.0921245813369751
solve a variety of challenges,1,0.629,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30710077,0.30710077,0.270445,0.036655784,McKinsey_FutureOfWork_2023,-0.09213023185729981
repairs on a range of plant items,1,0.546,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.307121,0.307121,0.107967235,0.19915378,McKinsey_FutureOfWork_2023,-0.09213630259037017
streamlining the systems,1,0.491,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30714947,0.30714947,0.29782608,0.009323388,McKinsey_FutureOfWork_2023,-0.09214484095573425
create bugs with clear,1,0.547,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30715975,0.30715975,0.14765465,0.1595051,McKinsey_FutureOfWork_2023,-0.09214792549610137
develop Native Android applications,1,0.678,2-Dec,Legacy Web Development,Decline,-0.4,0.23037654,0.23037654,0.22886805,0.0015084893,Expert_consensus,-0.09215061664581299
creating accessible,1,0.523,2-Dec,Legacy Web Development,Decline,-0.4,0.23039128,0.23039128,0.22884361,0.0015476644,Expert_consensus,-0.09215651154518129
draft electrical hardware,1,0.677,2-Dec,Legacy Web Development,Decline,-0.4,0.23047751,0.23047751,0.23014596,0.00033155084,Expert_consensus,-0.0921910047531128
advise on best practices,1,0.7,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30741748,0.30741748,0.21759923,0.089818254,McKinsey_FutureOfWork_2023,-0.09222524464130401
bridge design and development,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.2305776,0.2305776,0.212107,0.0184706,Expert_consensus,-0.09223104119300843
carry out similar tasks,1,0.572,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30746317,0.30746317,0.27004027,0.037422895,McKinsey_FutureOfWork_2023,-0.09223895072937012
provide legal advice,2,0.5774999999999999,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15376863,0.15376863,0.12735134,0.026417285,WEF_FutureOfJobs_2023,-0.09226117730140686
tuning detections / alerts).,1,0.474,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30760112,0.30760112,0.23222181,0.07537931,McKinsey_FutureOfWork_2023,-0.0922803372144699
maintain ServiceNow,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3076845,0.3076845,0.15415907,0.15352544,McKinsey_FutureOfWork_2023,-0.09230535328388213
Build with monitoring,1,0.611,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30772674,0.30772674,0.24851938,0.059207365,McKinsey_FutureOfWork_2023,-0.09231802225112914
prepare for tasks,1,0.629,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3079274,0.3079274,0.26004177,0.047885627,McKinsey_FutureOfWork_2023,-0.09237821996212005
gain new experiences,1,0.633,2-Dec,Legacy Web Development,Decline,-0.4,0.23094583,0.23094583,0.2020216,0.028924227,Expert_consensus,-0.0923783302307129
maintain system performance,1,0.722,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30796993,0.30796993,0.28724754,0.02072239,McKinsey_FutureOfWork_2023,-0.09239097833633422
manage construction operations,1,0.603,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30799016,0.30799016,0.2643834,0.043606758,McKinsey_FutureOfWork_2023,-0.0923970490694046
bring your designs to a world -class execution.,1,0.46,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30799764,0.30799764,0.28980097,0.018196672,McKinsey_FutureOfWork_2023,-0.09239929318428039
review configurations and reporting procedures,1,0.761,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30800754,0.30800754,0.28888908,0.019118458,McKinsey_FutureOfWork_2023,-0.09240226149559021
land data in Snowflake,1,0.618,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15400921,0.15400921,0.14646572,0.0075434893,WEF_FutureOfJobs_2023,-0.09240552484989166
implementation process,1,0.55,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3080976,0.3080976,0.25430328,0.053794324,McKinsey_FutureOfWork_2023,-0.0924292802810669
support services,1,0.941,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3081309,0.3081309,0.30716577,0.0009651184,McKinsey_FutureOfWork_2023,-0.09243926703929901
strive to make investing easier,1,0.631,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15410496,0.15410496,0.124809474,0.02929549,WEF_FutureOfJobs_2023,-0.09246297776699065
translate mission requirements into readiness activities,1,0.68,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3082443,0.3082443,0.2646216,0.043622702,McKinsey_FutureOfWork_2023,-0.09247328639030457
understand controller/component requirements,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.23134863,0.23134863,0.21174024,0.019608393,Expert_consensus,-0.09253945350646973
provide high-level support,1,0.879,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30846536,0.30846536,0.28295165,0.025513709,McKinsey_FutureOfWork_2023,-0.09253960847854614
manage change,1,0.654,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30859697,0.30859697,0.22968423,0.078912735,McKinsey_FutureOfWork_2023,-0.09257909059524536
offer financial advice,1,0.568,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15434507,0.15434507,0.14433858,0.010006487,WEF_FutureOfJobs_2023,-0.09260703921318054
technical problems,1,0.483,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3087296,0.3087296,0.3056053,0.0031242967,McKinsey_FutureOfWork_2023,-0.09261887669563293
manage and prioritize critical issues,1,0.63,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30877757,0.30877757,0.23715192,0.07162565,McKinsey_FutureOfWork_2023,-0.09263327121734619
develop new spaces,1,0.667,2-Dec,Legacy Web Development,Decline,-0.4,0.23164432,0.23164432,0.22817567,0.0034686476,Expert_consensus,-0.09265772700309755
deliver quality software components,1,0.929,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3088617,0.3088617,0.23451306,0.07434864,McKinsey_FutureOfWork_2023,-0.09265851080417632
care deeply about reliability,1,0.635,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30894324,0.30894324,0.10003011,0.20891313,McKinsey_FutureOfWork_2023,-0.09268297255039215
ensuring works are in line with the Works,1,0.43,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30896866,0.30896866,0.30790156,0.001067102,McKinsey_FutureOfWork_2023,-0.09269059896469116
install/construct projects,2,0.6165,2-Dec,Legacy Web Development,Decline,-0.4,0.23175803,0.23175803,0.22412044,0.00763759,Expert_consensus,-0.09270321130752564
compile core logic with WebAssembly,1,0.67,2-Dec,Legacy Web Development,Decline,-0.4,0.23185614,0.23185614,0.1260097,0.105846435,Expert_consensus,-0.09274245500564576
create operational clarity,1,0.906,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30914938,0.30914938,0.22493605,0.08421333,McKinsey_FutureOfWork_2023,-0.09274481534957886
participate in code reviews,4,0.81275,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3091589,0.3091589,0.18118481,0.12797408,McKinsey_FutureOfWork_2023,-0.09274766743183135
perform refurbishment works,1,0.73,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30919465,0.30919465,0.20212857,0.10706608,McKinsey_FutureOfWork_2023,-0.09275839626789092
operating complex,1,0.482,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30924967,0.30924967,0.24286647,0.0663832,McKinsey_FutureOfWork_2023,-0.09277490079402924
shaping the firmware architecture,1,0.602,2-Dec,Legacy Web Development,Decline,-0.4,0.23194844,0.23194844,0.184351,0.047597438,Expert_consensus,-0.09277937412261963
effective solutions to our customers,1,0.46,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30929706,0.30929706,0.19308856,0.11620849,McKinsey_FutureOfWork_2023,-0.09278911650180817
perform final check,1,0.632,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15466483,0.15466483,0.14030454,0.014360294,WEF_FutureOfJobs_2023,-0.0927988976240158
address business challenges,1,0.479,2-Dec,Legacy Web Development,Decline,-0.4,0.23201975,0.23201975,0.22596014,0.006059617,Expert_consensus,-0.09280790090560914
measurable growth.,1,0.502,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15468307,0.15468307,0.10982832,0.044854745,WEF_FutureOfJobs_2023,-0.09280984103679657
provide expert software support,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30937278,0.30937278,0.30452156,0.004851222,McKinsey_FutureOfWork_2023,-0.0928118348121643
design elegant solutions,1,0.704,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3094063,0.3094063,0.23195268,0.07745363,McKinsey_FutureOfWork_2023,-0.09282189309597015
personal drive,1,0.391,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15477681,0.15477681,0.14376551,0.0110113025,WEF_FutureOfJobs_2023,-0.09286608695983886
complete implementation details,1,0.685,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30960345,0.30960345,0.24147122,0.06813224,McKinsey_FutureOfWork_2023,-0.09288103580474853
accuracy,5,0.4842000000000001,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15482806,0.15482806,0.1213171,0.033510953,WEF_FutureOfJobs_2023,-0.09289683401584625
automate upgrade processes,1,0.725,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30966458,0.30966458,0.26754332,0.04212126,McKinsey_FutureOfWork_2023,-0.09289937317371368
support compliance,1,0.68,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3098008,0.3098008,0.26842418,0.04137662,McKinsey_FutureOfWork_2023,-0.09294024109840393
drive continuous improvement activities,1,0.64,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3098358,0.3098358,0.25731784,0.05251795,McKinsey_FutureOfWork_2023,-0.09295073747634887
serve as the escalation point for program risks and issues,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.30983642,0.30983642,0.23905861,0.0707778,McKinsey_FutureOfWork_2023,-0.09295092523097992
develop foundation models for transcriptomic sequencing data.,1,0.603,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15493351,0.15493351,0.13575831,0.019175202,WEF_FutureOfJobs_2023,-0.09296010732650757
define engineering standards,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.23242456,0.23242456,0.23225103,0.00017352402,Expert_consensus,-0.09296982288360596
implement caching strategies,1,0.601,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3099125,0.3099125,0.22943754,0.08047496,McKinsey_FutureOfWork_2023,-0.09297375082969665
create scalable,1,0.604,2-Dec,Legacy Web Development,Decline,-0.4,0.23247164,0.23247164,0.19316882,0.039302826,Expert_consensus,-0.09298865795135498
translate business challenges into user-friendly applications,1,0.622,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31029257,0.31029257,0.30284008,0.007452488,McKinsey_FutureOfWork_2023,-0.09308777153491973
provide technical advice to customers,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31033644,0.31033644,0.29966426,0.010672182,McKinsey_FutureOfWork_2023,-0.09310093224048614
manage obsolescence of prior-generation components,1,0.666,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31035462,0.31035462,0.30504993,0.005304694,McKinsey_FutureOfWork_2023,-0.09310638606548309
support enhancements,2,0.8325,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31036747,0.31036747,0.21374144,0.09662603,McKinsey_FutureOfWork_2023,-0.09311023950576781
enhance system reliability.,2,0.6545000000000001,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31043458,0.31043458,0.22030257,0.09013201,McKinsey_FutureOfWork_2023,-0.09313037395477294
solve customer’s mission challenges,1,0.678,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31048808,0.31048808,0.26911953,0.041368544,McKinsey_FutureOfWork_2023,-0.09314642250537872
maintain building drawings,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31054425,0.31054425,0.27050248,0.040041775,McKinsey_FutureOfWork_2023,-0.09316327571868896
develop functional solutions,1,0.632,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31055465,0.31055465,0.23943934,0.071115315,McKinsey_FutureOfWork_2023,-0.09316639602184296
ensure our systems remain reliable,1,0.576,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3105889,0.3105889,0.28098324,0.029605657,McKinsey_FutureOfWork_2023,-0.09317666888236999
create stacks,1,1.0,2-Dec,Legacy Web Development,Decline,-0.4,0.23305942,0.23305942,0.14826763,0.084791794,Expert_consensus,-0.09322376847267151
data -driven solutions,1,0.474,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31080794,0.31080794,0.2934593,0.017348647,McKinsey_FutureOfWork_2023,-0.09324238300323485
boost lien and registration services,1,0.591,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15546353,0.15546353,0.118723616,0.036739916,WEF_FutureOfJobs_2023,-0.09327811896800994
support program needs.,1,0.714,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31097665,0.31097665,0.22395578,0.087020874,McKinsey_FutureOfWork_2023,-0.09329299628734589
progress change and improvement,1,0.637,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3110427,0.3110427,0.23207912,0.07896358,McKinsey_FutureOfWork_2023,-0.09331280887126922
release readiness.,1,0.497,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3111834,0.3111834,0.23433264,0.07685076,McKinsey_FutureOfWork_2023,-0.09335501790046692
develop policies and procedures,1,0.704,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.311213,0.311213,0.28948024,0.021732748,McKinsey_FutureOfWork_2023,-0.09336389601230621
design robust systems,2,0.8525,2-Dec,Legacy Web Development,Decline,-0.4,0.23343714,0.23343714,0.23269781,0.0007393211,Expert_consensus,-0.09337485432624817
support resolution processes,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31127787,0.31127787,0.234759,0.07651886,McKinsey_FutureOfWork_2023,-0.09338335990905762
support maintenance and improvement of laboratory Quality System,1,0.625,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31132695,0.31132695,0.19008353,0.12124342,McKinsey_FutureOfWork_2023,-0.09339808523654937
improve in -service modification.,1,0.631,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31132883,0.31132883,0.15310493,0.1582239,McKinsey_FutureOfWork_2023,-0.09339864850044251
implement solutions,6,0.7518333333333334,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31143722,0.31143722,0.27294296,0.03849426,McKinsey_FutureOfWork_2023,-0.09343116581439971
implement continuous improvement,1,0.649,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3114527,0.3114527,0.17539787,0.13605481,McKinsey_FutureOfWork_2023,-0.09343580603599548
build tooling,1,1.0,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.3114547,0.3114547,0.31090277,0.000551939,McKinsey_FutureOfWork_2023,-0.09343641400337219
maintain a positive work environment,1,0.877,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31148502,0.31148502,0.18898858,0.12249644,McKinsey_FutureOfWork_2023,-0.09344550669193268
support delivery of change,1,0.867,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31152037,0.31152037,0.18867438,0.12284599,McKinsey_FutureOfWork_2023,-0.09345611035823821
perform quality engineering activities,1,0.601,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31152952,0.31152952,0.2919488,0.019580722,McKinsey_FutureOfWork_2023,-0.09345885515213012
develop complex procedures,1,0.678,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31162003,0.31162003,0.271707,0.03991303,McKinsey_FutureOfWork_2023,-0.09348600804805755
construct project,1,0.707,2-Dec,Legacy Web Development,Decline,-0.4,0.2337501,0.2337501,0.21820687,0.015543237,Expert_consensus,-0.09350004196166993
diagnose complex issues,1,0.971,3-Dec,Routine Maintenance Coding,Decline,-0.3,0.31167263,0.31167263,0.15887742,0.15279521,McKinsey_FutureOfWork_2023,-0.09350178837776184
ensure creation of resilient experiences,1,0.675,2-Dec,Legacy Web Development,Decline,-0.4,0.23377009,0.23377009,0.22176544,0.012004644,Expert_consensus,-0.0935080349445343
ensure alignment with data architecture,1,0.637,1-Dec,Routine Data Entry & Clerical,Decline,-0.6,0.15589967,0.15589967,0.10705972,0.048839957,WEF_FutureOfJobs_2023,-0.09353980422019958
